"","GEOID","county","income","bachelors","poverty_total","poverty","total"
"437","13097","Douglas County, Georgia",76930,17347,142957,16579,144735
"438","13099","Early County, Georgia",48355,621,10591,2356,10753
"439","13101","Echols County, Georgia",61184,195,3707,555,3707
"440","13103","Effingham County, Georgia",79474,7658,64821,4290,65314
"441","13105","Elbert County, Georgia",48190,1180,19237,3653,19570
"442","13107","Emanuel County, Georgia",47905,1174,21881,4674,22907
"443","13109","Evans County, Georgia",55222,731,10247,2177,10759
"444","13111","Fannin County, Georgia",54857,2598,25259,2973,25436
"445","13113","Fayette County, Georgia",105910,23851,118220,6226,119259
"446","13115","Floyd County, Georgia",57868,8512,94347,16534,98541
"447","13117","Forsyth County, Georgia",131660,58027,252232,11591,253225
"448","13119","Franklin County, Georgia",52597,1587,22577,4162,23480
"449","13121","Fulton County, Georgia",86267,242267,1031558,128777,1061944
"450","13123","Gilmer County, Georgia",70334,3307,31230,4634,31519
"451","13125","Glascock County, Georgia",60469,232,2821,438,2903
"452","13127","Glynn County, Georgia",65970,10955,83105,13638,84566
"453","13129","Gordon County, Georgia",57555,3675,57164,8014,57785
"454","13131","Grady County, Georgia",51929,1671,25865,5121,26075
"455","13133","Greene County, Georgia",77527,3029,18844,2434,19020
"456","13135","Gwinnett County, Georgia",82296,154792,951183,96291,957977
"457","13137","Habersham County, Georgia",61292,4024,43809,5942,46326
"458","13139","Hall County, Georgia",74153,21466,202711,27392,204953
"459","13141","Hancock County, Georgia",31767,538,7026,1932,8588
"460","13143","Haralson County, Georgia",65940,2281,29866,3737,30178
"461","13145","Harris County, Georgia",85936,4385,34405,2588,34914
"462","13147","Hart County, Georgia",61765,2482,25274,2742,26110
"463","13149","Heard County, Georgia",62965,602,11306,1887,11489
"464","13151","Henry County, Georgia",79663,28106,239400,20180,240853
"465","13153","Houston County, Georgia",76968,19718,162009,15791,164117
"466","13155","Irwin County, Georgia",46383,551,9222,2028,9487
"467","13157","Jackson County, Georgia",82056,9536,76173,6198,77033
"468","13159","Jasper County, Georgia",57374,1036,14706,1963,14882
"469","13161","Jeff Davis County, Georgia",41780,814,14724,3326,14791
"470","13163","Jefferson County, Georgia",46865,794,15070,2925,15591
"471","13165","Jenkins County, Georgia",31463,326,7753,2163,8704
"472","13167","Johnson County, Georgia",47796,276,8059,1762,9225
"473","13169","Jones County, Georgia",66288,2276,28100,4016,28382
"474","13171","Lamar County, Georgia",64966,1122,17513,1967,18676
"475","13173","Lanier County, Georgia",39971,744,9702,3114,9964
"476","13175","Laurens County, Georgia",46776,2907,48476,11823,49407
"477","13177","Lee County, Georgia",83632,4222,31704,2802,32968
"478","13179","Liberty County, Georgia",55149,5266,63012,9676,65550
"479","13181","Lincoln County, Georgia",50754,584,7665,1388,7726
"480","13183","Long County, Georgia",56819,848,16450,2594,16804
"481","13185","Lowndes County, Georgia",52821,11039,113874,23507,118257
"482","13187","Lumpkin County, Georgia",67592,3938,31352,4556,33405
"483","13189","McDuffie County, Georgia",54752,1489,21253,3430,21715
"484","13191","McIntosh County, Georgia",51262,1052,11021,2240,11183
"485","13193","Macon County, Georgia",33960,515,10110,2651,12099
"486","13195","Madison County, Georgia",53626,2002,30142,6203,30378
"487","13197","Marion County, Georgia",48836,509,7397,916,7508
"488","13199","Meriwether County, Georgia",52392,1186,20508,4540,20679
"489","13201","Miller County, Georgia",52132,461,5765,1411,5923
"490","13205","Mitchell County, Georgia",45966,933,19690,5658,21634
"491","13207","Monroe County, Georgia",74867,3120,27028,3708,28287
"492","13209","Montgomery County, Georgia",49138,606,7887,1312,8687
"493","13211","Morgan County, Georgia",81524,2519,19938,1715,20171
"494","13213","Murray County, Georgia",60617,2039,39538,5165,40063
"495","13215","Muscogee County, Georgia",54561,22117,199009,37204,204572
"496","13217","Newton County, Georgia",70732,9900,111562,14935,113298
"497","13219","Oconee County, Georgia",116221,7238,41666,1862,41978
"498","13221","Oglethorpe County, Georgia",66672,1411,14771,1646,14974
"499","13223","Paulding County, Georgia",89237,19595,168942,11309,169898
"500","13225","Peach County, Georgia",60940,2061,26356,5463,28054
"501","13227","Pickens County, Georgia",72558,3942,33150,4469,33439
"502","13229","Pierce County, Georgia",54861,1244,19608,2992,19822
"503","13231","Pike County, Georgia",83866,1489,18802,1531,19145
"504","13233","Polk County, Georgia",51956,2561,42688,7337,43019
"505","13235","Pulaski County, Georgia",42545,603,8600,1627,9887
"506","13237","Putnam County, Georgia",60825,2654,22007,3528,22206
"507","13239","Quitman County, Georgia",38889,118,2180,333,2180
"508","13241","Rabun County, Georgia",57261,2052,16549,2397,16915
"509","13243","Randolph County, Georgia",24638,404,6187,1739,6365
"510","13245","Richmond County, Georgia",50605,19289,195984,40606,206153
"511","13247","Rockdale County, Georgia",68999,10631,92676,10539,93641
"512","13249","Schley County, Georgia",53274,302,4565,727,4565
"513","13251","Screven County, Georgia",49941,844,13632,2511,14026
"514","13253","Seminole County, Georgia",46063,741,8990,1890,9117
"515","13255","Spalding County, Georgia",57367,5262,66078,12412,67415
"516","13257","Stephens County, Georgia",52901,1777,25708,3289,26732
"517","13259","Stewart County, Georgia",43094,467,3400,746,5121
"518","13261","Sumter County, Georgia",38899,2616,27535,6666,29378
"519","13263","Talbot County, Georgia",48065,435,5742,1057,5793
"520","13265","Taliaferro County, Georgia",45881,86,1632,308,1635
"521","13267","Tattnall County, Georgia",51868,1288,19263,3864,24309
"522","13269","Taylor County, Georgia",40727,566,7634,2211,7799
"523","13271","Telfair County, Georgia",41801,321,10012,3138,12619
"524","13273","Terrell County, Georgia",43507,396,8693,2589,9004
"525","13275","Thomas County, Georgia",55958,4882,45062,8420,45665
"526","13277","Tift County, Georgia",52561,2594,39336,8245,41247
"527","13279","Toombs County, Georgia",47310,1511,26498,5760,26946
"528","13281","Towns County, Georgia",55574,1754,11671,1786,12546
"529","13283","Treutlen County, Georgia",38641,480,6040,1700,6411
"530","13285","Troup County, Georgia",53599,5486,67834,13008,69527
"531","13287","Turner County, Georgia",39666,453,8595,1928,8894
"532","13289","Twiggs County, Georgia",50446,392,7871,1232,7955
"533","13291","Union County, Georgia",59783,3047,24295,2845,24880
"534","13293","Upson County, Georgia",48740,1873,26765,6007,27638
"535","13295","Walker County, Georgia",52276,5968,66388,9114,68065
"536","13297","Walton County, Georgia",79425,9940,96399,12597,97752
"537","13299","Ware County, Georgia",44138,2561,33456,7920,35917
"538","13301","Warren County, Georgia",45091,260,5120,1175,5197
"539","13303","Washington County, Georgia",43810,1756,18120,3045,19975
"540","13305","Wayne County, Georgia",49847,1713,28373,5150,30277
"541","13307","Webster County, Georgia",35000,129,2350,655,2354
"542","13309","Wheeler County, Georgia",36354,557,6955,1856,7550
"543","13311","White County, Georgia",66256,2647,27472,3561,28165
"544","13313","Whitfield County, Georgia",59659,7260,101791,13695,103033
"545","13315","Wilcox County, Georgia",46759,455,6977,1608,8839
"546","13317","Wilkes County, Georgia",51780,839,9499,1694,9610
"547","13319","Wilkinson County, Georgia",40757,494,8689,1896,8852
"548","13321","Worth County, Georgia",56496,950,20334,3982,20706
"549","15001","Hawaii County, Hawaii",74238,27870,199796,28162,202163
"550","15003","Honolulu County, Hawaii",99816,164506,979082,86612,1010100
"551","15005","Kalawao County, Hawaii",87813,10,47,7,50
"552","15007","Kauai County, Hawaii",88869,11228,72772,6040,73511
"553","15009","Maui County, Hawaii",95379,23629,162939,15120,164765
"554","16001","Ada County, Idaho",83881,94823,484201,42460,497494
"555","16003","Adams County, Idaho",55891,436,4423,645,4464
"556","16005","Bannock County, Idaho",60998,10949,84101,10541,87434
"557","16007","Bear Lake County, Idaho",63244,604,6346,671,6436
"558","16009","Benewah County, Idaho",54191,883,9577,1390,9731
"559","16011","Bingham County, Idaho",69433,4176,47542,4939,48253
"560","16013","Blaine County, Idaho",81794,5439,24153,1674,24248
"561","16015","Boise County, Idaho",70776,1079,7798,733,7809
"562","16017","Bonner County, Idaho",61816,6500,47422,5621,47976
"563","16019","Bonneville County, Idaho",73103,16371,123057,11641,124490
"564","16021","Boundary County, Idaho",58810,952,12150,2247,12335
"565","16023","Butte County, Idaho",37358,232,2566,568,2605
"566","16025","Camas County, Idaho",63750,136,1133,76,1133
"567","16027","Canyon County, Idaho",68473,22406,230147,23412,235006
"568","16029","Caribou County, Idaho",65380,454,6968,468,7058
"569","16031","Cassia County, Idaho",63525,2163,24473,2536,24859
"570","16033","Clark County, Idaho",53500,54,753,69,756
"571","16035","Clearwater County, Idaho",55885,872,7996,900,8810
"572","16037","Custer County, Idaho",60357,814,4294,497,4344
"573","16039","Elmore County, Idaho",55000,2806,27337,3285,28752
"574","16041","Franklin County, Idaho",61679,1007,14224,1367,14376
"575","16043","Fremont County, Idaho",67015,1526,12981,1484,13519
"576","16045","Gem County, Idaho",65204,2476,18748,2204,19250
"577","16047","Gooding County, Idaho",60938,1123,15356,2043,15520
"578","16049","Idaho County, Idaho",54745,2059,16243,1688,16787
"579","16051","Jefferson County, Idaho",77491,3264,31281,2791,31383
"580","16053","Jerome County, Idaho",67347,1311,24223,3571,24474
"581","16055","Kootenai County, Idaho",71949,21597,170986,15857,173396
"582","16057","Latah County, Idaho",62258,6316,34048,4751,39872
"583","16059","Lemhi County, Idaho",49216,811,7886,846,8043
"584","16061","Lewis County, Idaho",46484,329,3600,637,3630
"585","16063","Lincoln County, Idaho",62250,217,5124,602,5203
"586","16065","Madison County, Idaho",53025,4845,46376,13963,52487
"587","16067","Minidoka County, Idaho",63594,1213,21403,3229,21626
"588","16069","Nez Perce County, Idaho",65023,5147,40657,5749,42200
"589","16071","Oneida County, Idaho",67383,525,4529,611,4572
"590","16073","Owyhee County, Idaho",58440,847,11909,1560,12043
"591","16075","Payette County, Idaho",62721,2481,25233,2663,25571
"592","16077","Power County, Idaho",56671,473,7849,875,7918
"593","16079","Shoshone County, Idaho",44807,675,13116,2098,13399
"594","16081","Teton County, Idaho",88906,2754,11809,1178,11813
"595","16083","Twin Falls County, Idaho",61183,8180,89133,11126,90592
"596","16085","Valley County, Idaho",72878,2184,11639,1628,11830
"597","16087","Washington County, Idaho",50046,863,10448,1894,10612
"598","17001","Adams County, Illinois",63767,8164,64113,7731,65583
"599","17003","Alexander County, Illinois",40365,222,5148,1103,5261
"600","17005","Bond County, Illinois",58617,1404,14687,2187,16750
"601","17007","Boone County, Illinois",80502,5325,52806,5150,53459
"602","17009","Brown County, Illinois",64760,496,4631,465,6334
"603","17011","Bureau County, Illinois",64165,3356,32674,4128,33203
"604","17013","Calhoun County, Illinois",88059,452,4356,364,4472
"605","17015","Carroll County, Illinois",61539,1553,14596,1641,15594
"606","17017","Cass County, Illinois",64826,1249,12845,1577,12955
"607","17019","Champaign County, Illinois",61090,24912,192287,35991,206525
"608","17021","Christian County, Illinois",56933,2981,32195,3816,33893
"609","17023","Clark County, Illinois",65874,1790,15162,1371,15467
"610","17025","Clay County, Illinois",58028,890,13004,2048,13248
"611","17027","Clinton County, Illinois",78054,4352,35081,2531,36998
"612","17029","Coles County, Illinois",53732,4881,43683,8465,47076
"613","17031","Cook County, Illinois",78304,874091,5142964,687906,5225367
"614","17033","Crawford County, Illinois",64163,1669,17005,1632,18729
"615","17035","Cumberland County, Illinois",71274,884,10259,1000,10447
"616","17037","DeKalb County, Illinois",68617,12450,96425,14841,100686
"617","17039","De Witt County, Illinois",61823,1586,15279,1557,15535
"618","17041","Douglas County, Illinois",67177,1847,19361,1833,19714
"619","17043","DuPage County, Illinois",107035,195110,917954,57674,930559
"620","17045","Edgar County, Illinois",56687,1661,16494,1946,16852
"621","17047","Edwards County, Illinois",60784,436,6138,870,6182
"622","17049","Effingham County, Illinois",73181,4213,34060,3680,34594
"623","17051","Fayette County, Illinois",51962,1629,20183,2964,21464
"624","17053","Ford County, Illinois",58930,1102,13011,1578,13484
"625","17055","Franklin County, Illinois",51031,3286,37193,6626,37810
"626","17057","Fulton County, Illinois",57223,2980,31560,4223,33691
"627","17059","Gallatin County, Illinois",51868,276,4955,950,4967
"628","17061","Greene County, Illinois",58900,909,11710,1606,12015
"629","17063","Grundy County, Illinois",89993,5864,52110,3114,52624
"630","17065","Hamilton County, Illinois",60574,565,7912,1021,8008
"631","17067","Hancock County, Illinois",61026,2154,17332,2272,17582
"632","17069","Hardin County, Illinois",53026,201,3590,414,3665
"633","17071","Henderson County, Illinois",64946,743,6318,575,6374
"634","17073","Henry County, Illinois",66313,5767,48303,4461,49157
"635","17075","Iroquois County, Illinois",62866,2502,26347,2823,27043
"636","17077","Jackson County, Illinois",44847,5608,49871,11449,53176
"637","17079","Jasper County, Illinois",67429,972,9194,845,9295
"638","17081","Jefferson County, Illinois",58384,2993,35235,4980,37043
"639","17083","Jersey County, Illinois",77607,2037,20489,1655,21462
"640","17085","Jo Daviess County, Illinois",67729,3010,21731,1689,21942
"641","17087","Johnson County, Illinois",63295,1116,11335,1865,13313
"642","17089","Kane County, Illinois",96400,79861,511042,42558,517254
"643","17091","Kankakee County, Illinois",65489,8806,103408,14520,107421
"644","17093","Kendall County, Illinois",106358,19178,132317,6280,132795
"645","17095","Knox County, Illinois",50263,4754,45839,7469,49751
"646","17097","Lake County, Illinois",104553,128444,694525,54519,713159
"647","17099","LaSalle County, Illinois",67942,9511,106189,14495,109495
"648","17101","Lawrence County, Illinois",55811,1011,13421,1840,15302
"649","17103","Lee County, Illinois",64588,3046,31459,3931,34221
"650","17105","Livingston County, Illinois",68175,3100,33805,3451,35771
